Run Name,MAML (time),MAML (memory),ES (time),ES (memory)
2,0.47591645066665933,16.9169921875,0.31879249499998724,16.5185546875
3,0.6507882646666682,17.546875,0.3866452920000256,16.7705078125
4,0.7704542750000201,18.1767578125,0.46351059066667705,17.0224609375
5,0.998154323333362,18.806640625,0.4999739026666248,17.2744140625
