Run Name,MAML (time),MAML (memory),ES (time),ES (memory)
1,0.16996238233332406,16.6572265625,0.10254060766665891,16.5185546875
3,0.35514040533333474,16.787109375,0.2224153856666362,16.5185546875
10,0.8478427593333512,17.24169921875,0.5644828143333598,16.5185546875
30,2.63244856833334,18.54052734375,1.602302535333365,16.5185546875
50,4.021749611333348,19.83935546875,2.6599669940000013,16.5185546875
75,6.510273821666677,21.462890625,3.888026604000023,16.5185546875
100,8.156749866999993,23.08642578125,5.371193197000025,16.5185546875
